time,kinetic_energy,max_speed,center_of_mass_x,center_of_mass_y,center_of_mass_z,active_contacts,candidate_pairs,max_height
0,0.02651054060815623,0.08340104745030399,0.496124028125966,0.5057239294230557,0.7054666556424731,0,0,0.9813437193939316
0.0001,0.3390546488533938,1.106170383779623,0.4961241530178948,0.5057241241132034,0.705466623519759,40,195000,0.981391259896165
0.0002,1.050330509895806,1.973643797337541,0.4961242779098241,0.5057243188033513,0.7054664932970448,40,195000,0.9814811496142556
0.0003,1.909554924074965,2.665131100128943,0.4961244028017529,0.5057245134934988,0.7054662649743308,40,195000,0.9816048024637202
0.0004,2.745208686650135,3.203427344582526,0.4961245276936821,0.5057247081836463,0.7054659385516155,41,195000,0.9817547512900009
0.0005,3.47675899360285,3.609244210806278,0.4961246525856105,0.505724902873794,0.7054655140289021,41,195000,0.9819245380528995
0.0006000000000000001,4.05892523669422,3.901215720089962,0.4961247774775396,0.5057250975639409,0.705464991406187,41,195000,0.9821086115356903
0.0007,4.476102371762703,4.096029217007878,0.4961249023694684,0.505725292254089,0.7054643706834725,41,195000,0.9823022324520356
0.0008,4.732350917581351,4.208568801474942,0.4961250272613963,0.5057254869442368,0.7054636518607578,40,195000,0.9825013857599305
0.0009000000000000001,4.844313566002447,4.252057421522306,0.4961251521533256,0.5057256816343845,0.7054628349380452,39,195000,0.9827026999413259
0.001,4.859551447271701,4.25214522292895,0.4961252770452543,0.5057258763245311,0.70546191991533,9,195000,0.9829039160227212
0.0011,4.866081775809896,4.252233248841609,0.4961254019371836,0.505726071014679,0.7054609067926154,6,195000,0.9831050340041165
0.0012,4.866897419067189,4.25232149924634,0.4961255268291119,0.5057262657048273,0.705459795569901,5,195000,0.9833060538855118
0.0013,4.867245978883786,4.252409974129166,0.4961256517210417,0.5057264603949748,0.7054585862471869,3,195000,0.9835069756669071
0.0014,4.867509220257111,4.252498673476075,0.4961257766129699,0.5057266550851216,0.7054572788244727,1,195000,0.9837077993483025
0.0015,4.868119896672867,4.252587597273024,0.4961259015048988,0.5057268497752693,0.7054558733017589,1,195000,0.9839085249296979
0.0016,4.868895958429134,4.252676745505932,0.4961260263968285,0.5057270444654172,0.705454369679045,1,195000,0.9841091524110933
0.0017,4.86971856568304,4.252766118160685,0.4961261512887561,0.5057272391555648,0.7054527679563309,1,195000,0.9843096817924887
0.0018,4.870514940254479,4.252855715223133,0.4961262761806859,0.5057274338457131,0.7054510681336162,1,195000,0.984510113073884
0.0019,4.871245096941755,4.252945536679095,0.4961264010726143,0.5057276285358598,0.7054492702109016,1,195000,0.9847104462552794
0.002,4.871891715424328,4.253035582514354,0.4961265259645434,0.5057278232260073,0.7054473741881864,1,195000,0.9849106813366747
0.0021,4.872452527439536,4.253125852714658,0.4961266508564712,0.505728017916155,0.7054453800654731,1,195000,0.98511081831807
0.0022,4.861051971256578,4.25321634726572,0.4961267757484015,0.5057282126063023,0.7054432584839947,2,195000,0.9852925079723774
0.0023,4.840511570090455,4.253307066153222,0.4961269006403303,0.5057284072964499,0.7054410103399285,2,195000,0.9854563104085896
0.0024,4.824500826968557,4.253398009362808,0.4961270255322581,0.5057286019865976,0.7054386366189097,2,195000,0.9856028416496789
0.0025,4.812141704164792,4.25348917688009,0.4961271504241876,0.5057287966767454,0.7054361383823172,2,195000,0.9857327650574905
0.0026,4.802719591013693,4.253580568690646,0.4961272753161166,0.505728991366893,0.7054335167543202,2,195000,0.9858467832367956
0.0027,4.795654262924103,4.253672184780019,0.4961274002080451,0.5057291860570404,0.7054307729096939,2,195000,0.9859456304238621
0.0028,4.790475418782299,4.253764025133715,0.4961275250999744,0.5057293807471873,0.7054279080624299,2,195000,0.9860300653615662
0.0029,4.786802267667193,4.253856089737211,0.496127649991903,0.505729575437335,0.7054249234551032,2,195000,0.9861008646600267
0.003,4.78432664267328,4.253948378575947,0.4961277748838317,0.505729770127483,0.705421820349025,2,195000,0.9861588166389657
0.0031,4.782799144840502,4.254040891635329,0.4961278997757605,0.5057299648176307,0.7054186000151509,2,195000,0.9862047156455017
0.0032,4.782017857269787,4.254133628900727,0.4961280246676897,0.5057301595077782,0.7054152637257365,2,195000,0.9862393568388303
0.0033,4.781819213444194,4.254226590357481,0.4961281495596197,0.5057303541979252,0.7054118127467197,2,195000,0.9862635314312536
0.0034,4.78207065078084,4.254319775990894,0.4961282744515478,0.5057305488880729,0.7054082483308219,2,195000,0.9862780223732598
0.0035,4.782664727715169,4.254413185786236,0.496128399343476,0.5057307435782212,0.7054045717113304,2,195000,0.9862836004688275
0.0036,4.783514428192798,4.25450681972874,0.4961285242354048,0.5057309382683688,0.7054007840965448,2,195000,0.9862810209058096
0.0037,4.784549419999948,4.254600677803609,0.4961286491273342,0.5057311329585165,0.7053968866648679,2,195000,0.9862710201851517
0.0038,4.785713072095778,4.25469475999601,0.496128774019263,0.5057313276486629,0.7053928805604974,2,195000,0.9862543134317778
0.0039,4.786960070612494,4.254789066291075,0.4961288989111918,0.5057315223388106,0.7053887668897131,2,195000,0.9862315920692515
