time,kinetic_energy,max_speed,center_of_mass_x,center_of_mass_y,center_of_mass_z,active_contacts,candidate_pairs,max_height
0,0.004403240296977972,0.07902749348831359,0.4913522127511498,0.5286725694969553,0.7176643315303363,0,0,0.9835785756424338
0.0001,0.04379874963168906,1.523570459108855,0.4913524551803414,0.5286726216189044,0.717664436726779,2,22,0.9835738442462322
0.0002,0.1176982163293239,2.571756582485357,0.4913526976095329,0.5286726737408535,0.7176644438232217,2,22,0.9835690147500306
0.0003,0.1869037828277304,3.259726619569923,0.4913529400387246,0.5286727258628026,0.7176643528196647,2,22,0.9835640871538289
0.0004,0.2366249830108277,3.675327424647556,0.4913531824679164,0.5286727779847513,0.7176641637161073,2,22,0.9835590614576273
0.0005,0.2642497528965331,3.887400329269171,0.4913534248971078,0.5286728301067006,0.7176638765125503,2,22,0.9835539376614257
0.0006000000000000001,0.2725828665472468,3.949660015711578,0.4913536673262996,0.5286728822286494,0.7176634912089929,1,22,0.9835487157652242
0.0007,0.2725976707823961,3.950439850447072,0.4913539097554914,0.5286729343505983,0.7176630078054358,0,22,0.9835433957690226
0.0008,0.2726158185966281,3.951219774830526,0.4913541521846829,0.5286729864725477,0.7176624263018785,0,22,0.983537977672821
0.0009000000000000001,0.2726373099899415,3.951999788808864,0.4913543946138743,0.5286730385944965,0.7176617466983214,0,22,0.9835324614766194
0.001,0.2726621449623373,3.952779892329045,0.4913546370430663,0.5286730907164459,0.7176609689947641,0,22,0.9835268471804178
0.0011,0.2726903235138156,3.953560085338065,0.4913548794722578,0.5286731428383945,0.7176600931912073,0,22,0.9835211347842162
0.0012,0.2727218456443765,3.954340367782956,0.4913551219014496,0.5286731949603439,0.7176591192876498,0,22,0.9835153242880146
0.0013,0.2727567113540192,3.955120739610784,0.491355364330641,0.5286732470822924,0.7176580472840931,0,22,0.9835094156918129
0.0014,0.2727949206427444,3.955901200768652,0.4913556067598328,0.5286732992042416,0.7176568771805351,0,22,0.9835034089956114
0.0015,0.2728364735105518,3.956681751203699,0.4913558491890245,0.5286733513261905,0.7176556089769782,0,22,0.9834973041994098
0.0016,0.2728813699574409,3.9574623908631,0.4913560916182164,0.52867340344814,0.7176542426734213,0,22,0.9834911013032083
0.0017,0.2729296099834131,3.958243119694064,0.4913563340474077,0.5286734555700889,0.717652778269864,0,21,0.9834848003070067
0.0018,0.2729811935884672,3.959023937643836,0.4913565764765995,0.5286735076920375,0.7176512157663069,0,21,0.9834784012108051
0.0019,0.2730361207726035,3.959804844659698,0.4913568189057912,0.5286735598139868,0.7176495551627496,0,21,0.9834719040146035
0.002,0.2730943915358218,3.960585840688966,0.4913570613349827,0.5286736119359357,0.7176477964591924,0,21,0.9834653087184019
0.0021,0.2731560058781228,3.961366925678993,0.4913573037641745,0.5286736640578847,0.7176459396556355,0,21,0.9834586153222002
0.0022,0.2732209637995062,3.962148099577166,0.4913575461933661,0.5286737161798341,0.7176439847520782,0,21,0.9834518238259986
0.0023,0.2732892652999716,3.962929362330908,0.4913577886225579,0.528673768301783,0.7176419317485212,0,21,0.9834449342297971
0.0024,0.273360910379519,3.963710713887679,0.4913580310517492,0.5286738204237319,0.7176397806449641,0,21,0.9834379465335955
0.0025,0.2734358990381489,3.964492154194971,0.4913582734809408,0.5286738725456808,0.7176375314414065,0,21,0.9834308607373939
0.0026,0.273514231275861,3.965273683200315,0.4913585159101328,0.5286739246676302,0.7176351841378489,0,21,0.9834236768411924
0.0027,0.2735959070926555,3.966055300851275,0.4913587583393242,0.5286739767895789,0.7176327387342922,0,21,0.9834163948449908
0.0028,0.2736809264885323,3.966837007095453,0.4913590007685159,0.5286740289115278,0.717630195230735,0,21,0.9834090147487892
0.0029,0.2737692894634909,3.967618801880483,0.4913592431977077,0.5286740810334776,0.7176275536271776,0,21,0.9834015365525876
0.003,0.2738609960175322,3.968400685154037,0.4913594856268996,0.528674133155426,0.7176248139236205,0,21,0.9833939602563859
0.0031,0.2739560461506558,3.969182656863822,0.4913597280560905,0.5286741852773749,0.7176219761200633,0,21,0.9833862858601843
0.0032,0.2740544398628611,3.969964716957576,0.4913599704852828,0.5286742373993243,0.717619040216506,0,21,0.9833785133639827
0.0033,0.2741561771541494,3.970746865383081,0.4913602129144738,0.5286742895212734,0.717616006212949,0,21,0.9833706427677812
0.0034,0.2742612580245193,3.971529102088146,0.491360455343666,0.5286743416432222,0.7176128741093911,0,21,0.9833626740715796
0.0035,0.2743696824739721,3.972311427020619,0.4913606977728577,0.5286743937651713,0.7176096439058345,0,21,0.983354607275378
0.0036,0.2744814505025069,3.973093840128382,0.4913609402020495,0.5286744458871205,0.7176063156022767,0,21,0.9833464423791765
0.0037,0.2745965621101239,3.973876341359354,0.4913611826312407,0.5286744980090691,0.7176028891987204,0,21,0.9833381793829749
0.0038,0.2747150172968232,3.974658930661487,0.4913614250604326,0.5286745501310185,0.7175993646951633,0,21,0.9833298182867732
0.0039,0.2748368160626043,3.975441607982769,0.4913616674896242,0.5286746022529677,0.7175957420916059,0,21,0.9833213590905716
0.004,0.2749619584074683,3.976224373271224,0.4913619099188158,0.5286746543749161,0.7175920213880483,0,21,0.98331280179437
0.0041,0.2750904443314141,3.977007226474909,0.4913621523480073,0.5286747064968655,0.7175882025844914,0,20,0.9833041463981684
0.004200000000000001,0.2752222738344423,3.977790167541918,0.4913623947771991,0.5286747586188147,0.7175842856809342,0,20,0.9832953929019669
0.0043,0.2753574469165534,3.978573196420379,0.4913626372063904,0.5286748107407635,0.7175802706773772,0,20,0.9832865413057653
0.0044,0.2754959635777454,3.979356313058455,0.4913628796355825,0.5286748628627126,0.7175761575738195,0,20,0.9832775916095637
0.004500000000000001,0.2756378238180209,3.980139517404345,0.4913631220647741,0.5286749149846616,0.7175719463702627,0,20,0.9832685438133622
0.0046,0.2757830276373781,3.980922809406282,0.4913633644939656,0.5286749671066102,0.7175676370667055,0,20,0.9832593979171605
0.0047,0.275931575035818,3.981706189012534,0.4913636069231573,0.5286750192285595,0.7175632296631484,0,20,0.9832501539209589
0.0048,0.2760834660133398,3.982489656171404,0.4913638493523493,0.5286750713505086,0.717558724159591,0,20,0.9832408118247573
0.0049,0.2762387005699435,3.98327321083123,0.4913640917815406,0.5286751234724573,0.7175541205560335,0,20,0.9832313716285557
0.005,0.2763972787056305,3.984056852940385,0.4913643342107323,0.5286751755944065,0.7175494188524766,0,20,0.9832218333323541
0.0051,0.2765592004203986,3.984840582447277,0.4913645766399242,0.5286752277163557,0.7175446190489199,0,20,0.9832121969361526
0.005200000000000001,0.2767244657142495,3.985624399300349,0.4913648190691154,0.5286752798383045,0.7175397211453624,0,20,0.983202462439951
0.0053,0.2768930745871829,3.986408303448077,0.4913650614983074,0.5286753319602536,0.7175347251418051,0,20,0.9831926298437494
0.0054,0.2770650270391981,3.987192294838974,0.4913653039274988,0.5286753840822028,0.7175296310382482,0,20,0.9831826991475479
0.005500000000000001,0.2772403230702953,3.987976373421587,0.4913655463566906,0.5286754362041515,0.7175244388346907,0,20,0.9831726703513463
0.0056,0.2774189626804751,3.988760539144498,0.4913657887858823,0.5286754883261007,0.7175191485311342,0,20,0.9831625434551446
0.0057,0.2776009458697378,3.989544791956323,0.4913660312150739,0.5286755404480499,0.7175137601275764,0,20,0.983152318458943
0.0058,0.2777862726380818,3.990329131805712,0.4913662736442653,0.528675592569999,0.7175082736240193,0,20,0.9831419953627414
0.0059,0.2779749429855086,3.991113558641352,0.4913665160734574,0.5286756446919478,0.7175026890204621,0,20,0.9831315741665397
0.006,0.2781669569120175,3.991898072411964,0.4913667585026488,0.5286756968138969,0.7174970063169048,0,20,0.9831210548703382
0.0061,0.2783623144176089,3.992682673066301,0.4913670009318403,0.5286757489358457,0.7174912255133479,0,20,0.9831104374741366
0.006200000000000001,0.2785610155022817,3.993467360553153,0.4913672433610322,0.5286758010577949,0.7174853466097905,0,20,0.983099721977935
0.0063,0.2787630601660376,3.994252134821346,0.491367485790224,0.5286758531797444,0.7174793696062329,0,19,0.9830889083817335
0.0064,0.2789684484088757,3.995036995819738,0.4913677282194155,0.5286759053016928,0.7174732945026756,0,19,0.9830779966855319
0.006500000000000001,0.279177180230796,3.995821943497221,0.4913679706486069,0.5286759574236422,0.7174671212991187,0,19,0.9830669868893303
0.0066,0.2793892556317983,3.996606977802723,0.4913682130777988,0.5286760095455909,0.7174608499955616,0,19,0.9830558789931286
0.0067,0.279604674611883,3.997392098685207,0.4913684555069903,0.5286760616675398,0.7174544805920042,0,19,0.983044672996927
0.0068,0.2798234371710502,3.99817730609367,0.4913686979361815,0.528676113789489,0.7174480130884471,0,19,0.9830333689007253
0.006900000000000001,0.2800455433092994,3.998962599977142,0.4913689403653737,0.5286761659114383,0.7174414474848899,0,19,0.9830219667045238
0.007,0.2802709930266306,3.99974798028469,0.4913691827945657,0.5286762180333872,0.7174347837813326,0,19,0.9830104664083222
0.0071,0.2804997863230446,4.000533446965413,0.4913694252237572,0.5286762701553361,0.7174280219777752,0,19,0.9829988680121207
0.007200000000000001,0.2807319231985404,4.001318999968445,0.4913696676529487,0.5286763222772852,0.7174211620742182,0,19,0.9829871715159191
0.0073,0.2809674036531186,4.002104639242956,0.4913699100821401,0.5286763743992341,0.7174142040706609,0,19,0.9829753769197175
0.0074,0.2812062276867795,4.002890364738147,0.491370152511332,0.5286764265211833,0.717407147967104,0,19,0.9829634842235159
0.007500000000000001,0.2814483952995225,4.003676176403258,0.4913703949405239,0.5286764786431321,0.717399993763547,0,19,0.9829514934273142
0.0076,0.2816939064913473,4.004462074187559,0.4913706373697153,0.5286765307650814,0.7173927414599895,0,19,0.9829394045311126
0.0077,0.2819427612622545,4.005248058040355,0.4913708797989071,0.52867658288703,0.7173853910564321,0,19,0.982927217534911
0.007800000000000001,0.2821949596122441,4.006034127910987,0.4913711222280982,0.5286766350089795,0.7173779425528749,0,19,0.9829149324387094
0.007900000000000001,0.2824505015413157,4.00682028374883,0.49137136465729,0.5286766871309282,0.7173703959493178,0,19,0.9829025492425079
0.008,0.2827093870494699,4.007606525503292,0.491371607086482,0.5286767392528774,0.7173627512457605,0,19,0.9828900679463063
0.0081,0.2829716161367061,4.008392853123815,0.4913718495156736,0.5286767913748264,0.7173550084422037,0,19,0.9828774885501047
0.008200000000000001,0.2832371888030249,4.009179266559876,0.4913720919448653,0.5286768434967755,0.717347167538646,0,19,0.9828648110539031
0.0083,0.2835061050484257,4.009965765760986,0.4913723343740573,0.5286768956187243,0.7173392285350895,0,19,0.9828520354577015
0.008400000000000001,0.2837783648729088,4.010752350676691,0.4913725768032485,0.5286769477406735,0.7173311914315313,0,19,0.9828391617614999
0.008500000000000001,0.2840539682764739,4.01153902125657,0.4913728192324402,0.5286769998626226,0.7173230562279748,0,19,0.9828261899652982
0.0086,0.2843329152591222,4.012325777450235,0.4913730616616316,0.5286770519845712,0.7173148229244179,0,19,0.9828131200690966
0.008700000000000001,0.2846152058208519,4.013112619207332,0.4913733040908234,0.5286771041065206,0.7173064915208598,0,19,0.9827999520728951
0.008800000000000001,0.2849008399616639,4.013899546477546,0.4913735465200153,0.5286771562284694,0.7172980620173025,0,19,0.9827866859766935
0.0089,0.2851898176815582,4.014686559210589,0.4913737889492067,0.5286772083504185,0.7172895344137458,0,19,0.9827733217804919
0.009000000000000001,0.2854821389805349,4.015473657356211,0.4913740313783981,0.5286772604723675,0.7172809087101887,0,19,0.9827598594842903
0.0091,0.2857778038585938,4.016260840864196,0.49137427380759,0.5286773125943171,0.7172721849066318,0,19,0.9827462990880887
0.0092,0.286076812315735,4.01704810968436,0.4913745162367821,0.5286773647162656,0.7172633630030746,0,19,0.9827326405918871
0.009300000000000001,0.2863791643519586,4.017835463766554,0.4913747586659735,0.5286774168382149,0.717254442999517,0,19,0.9827188839956855
0.0094,0.2866848599672641,4.018622903060663,0.4913750010951649,0.5286774689601638,0.7172454248959599,0,19,0.9827050292994839
0.0095,0.2869938991616519,4.019410427516606,0.4913752435243569,0.5286775210821127,0.7172363086924033,0,19,0.9826910765032822
0.009600000000000001,0.2873062819351224,4.020198037084334,0.4913754859535485,0.5286775732040619,0.717227094388846,0,19,0.9826770256070807
0.0097,0.2876220082876749,4.020985731713835,0.4913757283827402,0.5286776253260107,0.7172177819852882,0,19,0.9826628766108791
0.0098,0.2879410782193095,4.021773511355128,0.4913759708119319,0.5286776774479597,0.7172083714817316,0,19,0.9826486295146776
0.009900000000000001,0.2882634917300267,4.022561375958267,0.4913762132411232,0.5286777295699087,0.7171988628781744,0,19,0.982634284318476
0.01,0.2885892488198257,4.023349325473339,0.491376455670315,0.5286777816918578,0.7171892561746165,0,19,0.9826198410222744
