time,kinetic_energy,max_speed,center_of_mass_x,center_of_mass_y,center_of_mass_z,active_contacts,candidate_pairs,max_height
0,0.02079274337211463,0.08116845934496056,0.4932449737567276,0.51685636474707,0.7236095948276908,0,0,0.9836532052669502
0.0001,0.3202453620611643,1.543227409079676,0.493245006108008,0.5168562958210047,0.7236096629322348,24,124750,0.9836522344979102
0.0002,0.9973475874283682,2.768364949833741,0.4932450384592878,0.5168562268949396,0.7236096329367765,24,124750,0.9836511656288701
0.0003,1.815206646749115,3.744260608203388,0.4932450708105689,0.5168561579688736,0.7236095048413186,24,124750,0.98364999865983
0.0004,2.622505774129064,4.503399234899914,0.493245103161848,0.5168560890428083,0.7236092786458617,24,124750,0.98364873359079
0.0005,3.323977919482575,5.075139801164284,0.493245135513128,0.5168560201167435,0.7236089543504034,25,124750,0.9836473704217499
0.0006000000000000001,3.880585172477265,5.485868941482832,0.4932451678644084,0.5168559511906775,0.7236085319549461,25,124750,0.9836459091527098
0.0007,4.276440699773874,5.759208069805953,0.4932452002156882,0.5168558822646122,0.7236080114594883,25,124750,0.9836443497836698
0.0008,4.514511551641939,5.916222114234278,0.4932452325669686,0.516855813338547,0.7236073928640305,25,124750,0.9836426923146298
0.0009000000000000001,4.609168246212524,5.975622702218376,0.4932452649182492,0.5168557444124813,0.7236066761685737,25,124750,0.9836409367455897
0.001,4.61095236390302,5.974954400284432,0.4932452972695289,0.5168556754864155,0.7236058613731158,2,124750,0.9836390830765497
0.0011,4.610524828127093,5.97546729971555,0.4932453296208089,0.5168556065603506,0.7236049484776577,2,124750,0.9836371313075096
0.0012,4.610178453226011,5.976141875174182,0.4932453619720885,0.5168555376342847,0.7236039374822,1,124750,0.9836350814384696
0.0013,4.610166745667233,5.976816535512273,0.4932453943233688,0.5168554687082194,0.7236028283867424,1,124750,0.9836329334694295
0.0014,4.610363417495075,5.977491280701082,0.493245426674649,0.5168553997821537,0.7236016211912853,1,124750,0.9836306874003894
0.0015,4.610679949777452,5.97816611071188,0.4932454590259289,0.5168553308560887,0.723600315895828,1,124750,0.9836283432313493
0.0016,4.61105630464999,5.978841025515944,0.493245491377209,0.5168552619300235,0.7235989125003702,1,124750,0.9836259009623093
0.0017,4.611453568533408,5.979516025084562,0.4932455237284889,0.5168551930039582,0.7235974110049123,1,124750,0.9836233605932693
0.0018,4.611848191614073,5.980191109389033,0.4932455560797697,0.516855124077892,0.7235958114094538,1,124750,0.9836207221242292
0.0019,4.612227533127413,5.980866278400661,0.4932455884310493,0.5168550551518273,0.7235941137139981,1,124750,0.9836179855551892
0.002,4.61258646366815,5.981541532090763,0.4932456207823298,0.5168549862257606,0.7235923179185394,1,124750,0.9836151508861491
0.0021,4.61292481394149,5.982216870430664,0.4932456531336094,0.5168549172996959,0.7235904240230818,1,124750,0.9836122181171091
0.0022,4.613248164227293,5.982892293391699,0.4932456854848897,0.5168548483736304,0.7235884320276245,0,124750,0.983609187248069
0.0023,4.613587840582825,5.983567800945212,0.4932457178361695,0.5168547794475645,0.7235863419321671,0,124750,0.9836060582790289
0.0024,4.613943843008107,5.984243393062557,0.4932457501874504,0.5168547105214992,0.7235841537367094,0,124750,0.9836028312099888
0.0025,4.614316171503115,5.984919069715096,0.4932457825387305,0.5168546415954337,0.7235818674412514,0,124750,0.9835995060409488
0.0026,4.614704826067864,5.9855948308742,0.4932458148900102,0.5168545726693686,0.7235794830457939,0,124750,0.9835960827719088
0.0027,4.615109806702361,5.986270676511252,0.4932458472412901,0.5168545037433028,0.723577000550336,0,124750,0.9835925614028688
0.0028,4.615531113406586,5.986946606597642,0.4932458795925704,0.5168544348172375,0.7235744199548779,0,124750,0.9835889419338287
0.0029,4.615968746180555,5.98762262110477,0.4932459119438504,0.5168543658911717,0.7235717412594217,0,124750,0.9835852243647887
0.003,4.616422705024257,5.988298720004046,0.49324594429513,0.5168542969651067,0.7235689644639635,0,124750,0.9835814086957486
0.0031,4.616892989937693,5.988974903266889,0.4932459766464105,0.5168542280390416,0.7235660895685068,0,124750,0.9835774949267085
0.0032,4.617379600920864,5.989651170864725,0.4932460089976905,0.5168541591129758,0.7235631165730485,0,124750,0.9835734830576685
0.0033,4.617882537973784,5.990327522768994,0.4932460413489702,0.5168540901869098,0.723560045477591,0,124750,0.9835693730886284
0.0034,4.618401801096434,5.991003958951142,0.4932460737002508,0.516854021260845,0.7235568762821327,0,124750,0.9835651650195883
0.0035,4.618937390288826,5.991680479382625,0.493246106051531,0.5168539523347789,0.7235536089866755,0,124750,0.9836259022935525
0.0036,4.61948930555095,5.992357084034907,0.4932461384028111,0.5168538834087145,0.7235502435912171,0,124750,0.9837603097738197
0.0037,4.620057546882817,5.993033772879465,0.4932461707540912,0.5168538144826489,0.7235467800957608,0,124750,0.9838946191540868
0.0038,4.620642114284417,5.993710545887782,0.4932462031053712,0.5168537455565838,0.7235432185003029,0,124750,0.984028830434354
0.0039,4.621243007755757,5.994387403031352,0.4932462354566508,0.5168536766305176,0.7235395588048456,0,124750,0.9841629436146212
0.004,4.621860227296834,5.995064344281677,0.4932462678079315,0.5168536077044524,0.7235358010093877,0,124750,0.9842969586948884
0.0041,4.622493772907649,5.995741369610269,0.4932463001592113,0.5168535387783865,0.7235319451139303,0,124750,0.9844308756751556
0.004200000000000001,4.623143644588205,5.996418478988652,0.4932463325104918,0.5168534698523209,0.7235279911184725,0,124750,0.9845646945554228
0.0043,4.623809842338494,5.997095672388353,0.4932463648617718,0.5168534009262558,0.7235239390230152,0,124750,0.98469841533569
0.0044,4.624492366158523,5.997772949780914,0.4932463972130519,0.5168533320001908,0.7235197888275576,0,124750,0.9848320380159572
0.004500000000000001,4.625191216048289,5.998450311137884,0.4932464295643318,0.5168532630741249,0.7235155405321002,0,124750,0.9849655625962244
0.0046,4.625906392007791,5.999127756430823,0.4932464619156112,0.5168531941480592,0.7235111941366426,0,124750,0.9850989890764915
0.0047,4.621297120738406,5.999805285631298,0.4932464942668918,0.5168531252219939,0.7235067248791949,1,124750,0.985219936461983
0.0048,4.617376470219674,6.000482898710887,0.4932465266181711,0.5168530562959286,0.7235021335406664,1,124750,0.9853287952071443
0.0049,4.614108508097224,6.001160595641176,0.4932465589694524,0.5168529873698634,0.7234974209754365,1,124750,0.9854259925007001
0.005,4.611451561415742,6.001838376393761,0.4932465913207317,0.5168529184437977,0.7234925880998154,1,124750,0.9855119864995123
0.0051,4.609359903033813,6.002516240940246,0.4932466236720119,0.5168528495177321,0.723487635881179,1,124750,0.9855872608897319
0.005200000000000001,4.607785263814766,6.003194189252249,0.4932466560232919,0.5168527805916667,0.7234825653277364,1,124750,0.9856523197783641
0.0053,4.606678164282627,6.003872221301392,0.4932466883745729,0.5168527116656013,0.7234773774789948,1,124750,0.9857076829161454
0.0054,4.605989064714126,6.004550337059308,0.4932467207258524,0.5168526427395363,0.7234720733968445,1,124750,0.9857538812505975
0.005500000000000001,4.605669337036811,6.00522853649764,0.4932467530771324,0.5168525738134702,0.7234666541573387,1,124750,0.9857914528062756
0.0056,4.605672065470615,6.00590681958804,0.4932467854284132,0.5168525048874051,0.7234611208430823,1,124750,0.9858209388875674
0.0057,4.605952685647138,6.006585186302169,0.4932468177796931,0.5168524359613398,0.7234554745362853,1,124750,0.9858428805979043
0.0058,4.606469474035752,6.007263636611698,0.4932468501309732,0.516852367035274,0.7234497163124075,1,124750,0.9858578156679266
0.0059,4.607183900971293,6.007942170488306,0.4932468824822532,0.5168522981092087,0.7234438472344209,1,124750,0.9858662755839821
0.006,4.608060861487624,6.008620787903683,0.4932469148335328,0.5168522291831427,0.7234378683476501,1,124750,0.9858687830073285
0.0061,4.609068798590543,6.009299488829527,0.4932469471848132,0.5168521602570777,0.723431780675164,1,124750,0.9858658494735493
0.006200000000000001,4.610179733623227,6.009978273237547,0.4932469795360934,0.5168520913310127,0.7234255852137207,1,124750,0.9858579733609677
0.0063,4.611369218057899,6.010657141099458,0.4932470118873735,0.5168520224049463,0.7234192829302133,1,124750,0.9858456381162494
0.0064,4.612616220453454,6.011336092386986,0.4932470442386536,0.5168519534788814,0.7234128747586123,1,124750,0.9858293107249125
0.006500000000000001,4.613902961510555,6.012015127071868,0.4932470765899338,0.5168518845528157,0.7234063615973725,1,124750,0.9858094404141073
0.0066,4.615214709188392,6.01269424512585,0.4932471089412133,0.5168518156267504,0.7233997443072763,1,124750,0.985786457574774
0.0067,4.616539544769799,6.013373446520685,0.4932471412924938,0.5168517467006851,0.7233930237096884,1,124750,0.9857607728901345
0.0068,4.617868109616713,6.014052731228135,0.4932471736437741,0.5168516777746199,0.7233862005852054,1,124750,0.9857327766574134
0.006900000000000001,4.619193341184455,6.014732099219976,0.4932472059950533,0.5168516088485539,0.7233792756726519,1,124750,0.9857028382896987
0.007,4.620510205691079,6.015411550467987,0.4932472383463339,0.5168515399224884,0.723372249668424,1,124750,0.9856713059849526
